"store_type","product_category","country","years","months","actual_value","pct_overstock","prev_overstock","change_overstock","pct_slow_movers","prev_slow_movers","change_slow_movers","classification","ranking"
"Store","Cameras and camcorders ","Singapore","Year 2007","February","1911.25","25.00","100.00","-75.00","25.00","0.00","25.00","WATCHLIST","2"
"Store","Cameras and camcorders ","Singapore","Year 2007","January","535.15","100.00","","","0.00","","","WATCHLIST","1"
"Store","Music, Movies and Audio Books","Singapore","Year 2007","January","91.7","100.00","","","0.00","","","WATCHLIST","2"
"Store","Audio","Singapore","Year 2007","January","1685.38","100.00","","","0.00","","","WATCHLIST","3"
"Store","Audio","Singapore","Year 2007","July","8037.36","71.00","71.00","0.00","0.00","21.00","-21.00","WATCHLIST","2"
"Store","Cameras and camcorders ","Singapore","Year 2007","July","11273.60","66.00","83.00","-17.00","0.00","0.00","0.00","WATCHLIST","3"
"Store","Cameras and camcorders ","Singapore","Year 2007","June","6864.20","83.00","100.00","-17.00","0.00","0.00","0.00","WATCHLIST","1"
"Store","Music, Movies and Audio Books","Singapore","Year 2007","June","2831.04","52.00","18.00","34.00","35.00","9.00","26.00","WATCHLIST","3"
"Store","Audio","Singapore","Year 2007","March","4342.18","0.00","75.00","-75.00","55.00","25.00","30.00","WATCHLIST","1"
"Store","Cameras and camcorders ","Singapore","Year 2007","March","1376.10","0.00","25.00","-25.00","100.00","25.00","75.00","WATCHLIST","2"
"Store","Music, Movies and Audio Books","Singapore","Year 2007","March","1168.46","0.00","0.00","0.00","0.00","0.00","0.00","WATCHLIST","3"
"Store","Cameras and camcorders ","Singapore","Year 2007","May","1563.15","100.00","0.00","100.00","0.00","100.00","-100.00","WATCHLIST","1"
"Store","Music, Movies and Audio Books","Singapore","Year 2007","May","1588.91","18.00","0.00","18.00","9.00","0.00","9.00","WATCHLIST","2"
"Store","Audio","Singapore","Year 2007","May","5396.98","16.00","0.00","16.00","22.00","30.00","-8.00","WATCHLIST","3"
"Store","Music, Movies and Audio Books","Singapore","Year 2007","November","2704.58","42.00","55.00","-13.00","31.00","10.00","21.00","WATCHLIST","3"
"Store","Cameras and camcorders ","Singapore","Year 2007","October","10641.25","66.00","75.00","-9.00","8.00","0.00","8.00","WATCHLIST","1"
"Store","Music, Movies and Audio Books","Singapore","Year 2007","October","3356.93","55.00","64.00","-9.00","10.00","17.00","-7.00","WATCHLIST","2"
"Store","Audio","Singapore","Year 2007","October","952.82","33.00","62.00","-29.00","16.00","0.00","16.00","WATCHLIST","3"
"Store","Cameras and camcorders ","Singapore","Year 2007","September","4319.55","75.00","66.00","9.00","0.00","0.00","0.00","WATCHLIST","1"
"Store","Audio","Singapore","Year 2007","September","4325.74","62.00","26.00","36.00","0.00","0.00","0.00","WATCHLIST","3"
"Store","Cameras and camcorders ","Singapore","Year 2008","April","2091.87","100.00","0.00","100.00","0.00","100.00","-100.00","WATCHLIST","1"
"Store","Audio","Singapore","Year 2008","April","5550.82","83.00","100.00","-17.00","0.00","0.00","0.00","WATCHLIST","2"
"Store","Music, Movies and Audio Books","Singapore","Year 2008","April","1778.22","50.00","30.00","20.00","75.00","70.00","5.00","WATCHLIST","3"
"Store","Music, Movies and Audio Books","Singapore","Year 2008","August","3732.29","63.00","30.00","33.00","0.00","38.00","-38.00","WATCHLIST","2"
"Store","Audio","Singapore","Year 2008","August","6367.09","50.00","0.00","50.00","12.00","0.00","12.00","WATCHLIST","3"
"Store","Cameras and camcorders ","Singapore","Year 2008","December","1911.25","100.00","50.00","50.00","0.00","0.00","0.00","WATCHLIST","1"
"Store","Music, Movies and Audio Books","Singapore","Year 2008","December","11672.48","47.00","54.00","-7.00","0.00","12.00","-12.00","WATCHLIST","2"
"Store","Audio","Singapore","Year 2008","December","7932.50","33.00","78.00","-45.00","0.00","21.00","-21.00","WATCHLIST","3"
"Store","Audio","Singapore","Year 2008","February","5591.40","50.00","75.00","-25.00","0.00","0.00","0.00","WATCHLIST","1"
"Store","Music, Movies and Audio Books","Singapore","Year 2008","February","892.10","40.00","100.00","-60.00","40.00","50.00","-10.00","WATCHLIST","2"
"Store","Cameras and camcorders ","Singapore","Year 2008","February","827.55","0.00","0.00","0.00","100.00","0.00","100.00","WATCHLIST","3"
"Store","Audio","Singapore","Year 2008","January","12430.90","75.00","37.00","38.00","0.00","0.00","0.00","WATCHLIST","2"
"Store","Music, Movies and Audio Books","Singapore","Year 2008","July","4272.61","30.00","40.00","-10.00","38.00","13.00","25.00","WATCHLIST","1"
"Store","Cameras and camcorders ","Singapore","Year 2008","July","3586.05","25.00","0.00","25.00","25.00","0.00","25.00","WATCHLIST","2"
"Store","Audio","Singapore","Year 2008","July","1090.54","0.00","69.00","-69.00","0.00","0.00","0.00","WATCHLIST","3"
"Store","Audio","Singapore","Year 2008","June","5939.22","69.00","46.00","23.00","0.00","0.00","0.00","WATCHLIST","1"
"Store","Music, Movies and Audio Books","Singapore","Year 2008","June","4771.50","40.00","68.00","-28.00","13.00","47.00","-34.00","WATCHLIST","2"
"Store","Cameras and camcorders ","Singapore","Year 2008","June","4137.75","0.00","90.00","-90.00","0.00","0.00","0.00","WATCHLIST","3"
"Store","Audio","Singapore","Year 2008","March","2381.22","100.00","50.00","50.00","0.00","0.00","0.00","WATCHLIST","1"
"Store","Music, Movies and Audio Books","Singapore","Year 2008","March","1709.34","30.00","40.00","-10.00","70.00","40.00","30.00","WATCHLIST","2"
"Store","Cameras and camcorders ","Singapore","Year 2008","March","2482.65","0.00","0.00","0.00","100.00","100.00","0.00","WATCHLIST","3"
"Store","Cameras and camcorders ","Singapore","Year 2008","May","6369.66","90.00","100.00","-10.00","0.00","0.00","0.00","WATCHLIST","1"
"Store","Audio","Singapore","Year 2008","May","6177.48","46.00","83.00","-37.00","0.00","0.00","0.00","WATCHLIST","3"
"Store","Music, Movies and Audio Books","Singapore","Year 2008","November","9913.40","54.00","52.00","2.00","12.00","23.00","-11.00","WATCHLIST","2"
"Store","Cameras and camcorders ","Singapore","Year 2008","November","4776.90","50.00","80.00","-30.00","0.00","0.00","0.00","WATCHLIST","3"
"Store","Cameras and camcorders ","Singapore","Year 2008","October","4098.88","80.00","100.00","-20.00","0.00","50.00","-50.00","WATCHLIST","1"
"Store","Audio","Singapore","Year 2008","October","4256.64","75.00","80.00","-5.00","8.00","13.00","-5.00","WATCHLIST","2"
"Store","Music, Movies and Audio Books","Singapore","Year 2008","October","6819.83","52.00","57.00","-5.00","23.00","7.00","16.00","WATCHLIST","3"
"Store","Audio","Singapore","Year 2008","September","8213.52","80.00","50.00","30.00","13.00","12.00","1.00","WATCHLIST","2"
"Store","Music, Movies and Audio Books","Singapore","Year 2008","September","5337.03","57.00","63.00","-6.00","7.00","0.00","7.00","WATCHLIST","3"
"Store","Audio","Singapore","Year 2009","April","2048.00","57.00","62.00","-5.00","0.00","0.00","0.00","WATCHLIST","1"
"Store","Cameras and camcorders ","Singapore","Year 2009","April","3889.02","14.00","12.00","2.00","42.00","12.00","30.00","WATCHLIST","2"
"Store","Cameras and camcorders ","Singapore","Year 2009","August","2081.00","66.00","50.00","16.00","0.00","0.00","0.00","WATCHLIST","2"
"Store","Music, Movies and Audio Books","Singapore","Year 2009","August","11555.11","46.00","50.00","-4.00","17.00","6.00","11.00","WATCHLIST","3"
"Store","Audio","Singapore","Year 2009","December","9264.63","92.00","100.00","-8.00","0.00","0.00","0.00","WATCHLIST","1"
"Store","Music, Movies and Audio Books","Singapore","Year 2009","December","5439.46","78.00","92.00","-14.00","0.00","0.00","0.00","WATCHLIST","2"
"Store","Cameras and camcorders ","Singapore","Year 2009","December","3163.12","25.00","0.00","25.00","0.00","0.00","0.00","WATCHLIST","3"
"Store","Music, Movies and Audio Books","Singapore","Year 2009","February","10553.00","85.00","81.00","4.00","0.00","0.00","0.00","WATCHLIST","1"
"Store","Audio","Singapore","Year 2009","February","4451.30","38.00","50.00","-12.00","30.00","10.00","20.00","WATCHLIST","2"
"Store","Cameras and camcorders ","Singapore","Year 2009","February","6015.00","0.00","100.00","-100.00","0.00","0.00","0.00","WATCHLIST","3"
"Store","Cameras and camcorders ","Singapore","Year 2009","January","5192.99","100.00","100.00","0.00","0.00","0.00","0.00","WATCHLIST","1"
"Store","Music, Movies and Audio Books","Singapore","Year 2009","January","14633.26","81.00","47.00","34.00","0.00","0.00","0.00","WATCHLIST","2"
"Store","Audio","Singapore","Year 2009","July","9895.73","87.00","58.00","29.00","6.00","0.00","6.00","WATCHLIST","1"
"Store","Music, Movies and Audio Books","Singapore","Year 2009","July","6630.87","50.00","33.00","17.00","6.00","0.00","6.00","WATCHLIST","2"
"Store","Audio","Singapore","Year 2009","June","12048.58","58.00","33.00","25.00","0.00","0.00","0.00","WATCHLIST","1"
"Store","Cameras and camcorders ","Singapore","Year 2009","June","4994.28","50.00","71.00","-21.00","0.00","0.00","0.00","WATCHLIST","2"
"Store","Music, Movies and Audio Books","Singapore","Year 2009","June","5933.51","33.00","33.00","0.00","0.00","0.00","0.00","WATCHLIST","3"
"Store","Audio","Singapore","Year 2009","March","2081.16","62.00","38.00","24.00","0.00","30.00","-30.00","WATCHLIST","1"
"Store","Music, Movies and Audio Books","Singapore","Year 2009","March","4664.45","57.00","85.00","-28.00","0.00","0.00","0.00","WATCHLIST","2"
"Store","Cameras and camcorders ","Singapore","Year 2009","March","5946.62","12.00","0.00","12.00","12.00","0.00","12.00","WATCHLIST","3"
"Store","Cameras and camcorders ","Singapore","Year 2009","May","5872.98","71.00","14.00","57.00","0.00","42.00","-42.00","WATCHLIST","1"
"Store","Audio","Singapore","Year 2009","May","5512.98","33.00","57.00","-24.00","0.00","0.00","0.00","WATCHLIST","2"
"Store","Music, Movies and Audio Books","Singapore","Year 2009","May","3066.35","33.00","0.00","33.00","0.00","0.00","0.00","WATCHLIST","3"
"Store","Audio","Singapore","Year 2009","November","3495.16","100.00","50.00","50.00","0.00","0.00","0.00","WATCHLIST","1"
"Store","Music, Movies and Audio Books","Singapore","Year 2009","November","5102.57","92.00","100.00","-8.00","0.00","0.00","0.00","WATCHLIST","2"
"Store","Cameras and camcorders ","Singapore","Year 2009","November","3329.60","0.00","42.00","-42.00","0.00","42.00","-42.00","WATCHLIST","3"
"Store","Music, Movies and Audio Books","Singapore","Year 2009","October","4200.50","100.00","100.00","0.00","0.00","21.00","-21.00","WATCHLIST","1"
"Store","Audio","Singapore","Year 2009","October","3524.85","50.00","77.00","-27.00","0.00","16.00","-16.00","WATCHLIST","2"
"Store","Cameras and camcorders ","Singapore","Year 2009","October","6488.83","42.00","55.00","-13.00","42.00","11.00","31.00","WATCHLIST","3"
"Store","Cameras and camcorders ","Singapore","Year 2009","September","7416.26","55.00","66.00","-11.00","11.00","0.00","11.00","WATCHLIST","3"
"Store","Audio","Slovenia","Year 2007","April","3125.98","100.00","58.00","42.00","0.00","5.00","-5.00","WATCHLIST","1"
"Store","Music, Movies and Audio Books","Slovenia","Year 2007","April","2462.15","43.00","35.00","8.00","25.00","35.00","-10.00","WATCHLIST","2"
"Store","Cameras and camcorders ","Slovenia","Year 2007","April","4689.45","25.00","75.00","-50.00","0.00","0.00","0.00","WATCHLIST","3"
"Store","Audio","Slovenia","Year 2007","August","4093.48","33.00","61.00","-28.00","25.00","22.00","3.00","WATCHLIST","3"
"Store","Cameras and camcorders ","Slovenia","Year 2007","December","4228.65","20.00","0.00","20.00","40.00","0.00","40.00","WATCHLIST","1"
"Store","Music, Movies and Audio Books","Slovenia","Year 2007","December","1508.27","7.00","16.00","-9.00","23.00","0.00","23.00","WATCHLIST","2"
"Store","Audio","Slovenia","Year 2007","December","7422.02","0.00","5.00","-5.00","22.00","36.00","-14.00","WATCHLIST","3"
"Store","Cameras and camcorders ","Slovenia","Year 2007","February","1529.00","100.00","0.00","100.00","0.00","0.00","0.00","WATCHLIST","1"
"Store","Music, Movies and Audio Books","Slovenia","Year 2007","February","481.85","0.00","0.00","0.00","80.00","100.00","-20.00","WATCHLIST","3"
"Store","Audio","Slovenia","Year 2007","January","2809.02","50.00","","","25.00","","","WATCHLIST","1"
"Store","Music, Movies and Audio Books","Slovenia","Year 2007","January","78.6","0.00","","","100.00","","","WATCHLIST","2"
"Store","Cameras and camcorders ","Slovenia","Year 2007","January","1146.75","0.00","","","0.00","","","WATCHLIST","3"
"Store","Cameras and camcorders ","Slovenia","Year 2007","July","3661.45","100.00","66.00","34.00","0.00","0.00","0.00","WATCHLIST","1"
"Store","Cameras and camcorders ","Slovenia","Year 2007","June","6663.75","66.00","100.00","-34.00","0.00","0.00","0.00","WATCHLIST","1"
"Store","Audio","Slovenia","Year 2007","June","4422.12","40.00","23.00","17.00","20.00","5.00","15.00","WATCHLIST","3"
"Store","Cameras and camcorders ","Slovenia","Year 2007","March","3030.15","75.00","100.00","-25.00","0.00","0.00","0.00","WATCHLIST","1"
"Store","Audio","Slovenia","Year 2007","March","10829.54","58.00","55.00","3.00","5.00","20.00","-15.00","WATCHLIST","2"
"Store","Music, Movies and Audio Books","Slovenia","Year 2007","March","1793.39","35.00","0.00","35.00","35.00","80.00","-45.00","WATCHLIST","3"
"Store","Cameras and camcorders ","Slovenia","Year 2007","May","6052.15","100.00","25.00","75.00","0.00","0.00","0.00","WATCHLIST","1"
"Store","Music, Movies and Audio Books","Slovenia","Year 2007","May","3039.42","47.00","43.00","4.00","23.00","25.00","-2.00","WATCHLIST","2"
"Store","Music, Movies and Audio Books","Slovenia","Year 2007","November","2715.80","16.00","9.00","7.00","0.00","0.00","0.00","WATCHLIST","1"
"Store","Audio","Slovenia","Year 2007","November","4755.96","5.00","0.00","5.00","36.00","18.00","18.00","WATCHLIST","2"
"Store","Cameras and camcorders ","Slovenia","Year 2007","November","2293.50","0.00","0.00","0.00","0.00","0.00","0.00","WATCHLIST","3"
"Store","Music, Movies and Audio Books","Slovenia","Year 2007","October","2750.75","9.00","7.00","2.00","0.00","0.00","0.00","WATCHLIST","1"
"Store","Audio","Slovenia","Year 2007","October","1513.14","0.00","0.00","0.00","18.00","0.00","18.00","WATCHLIST","2"
"Store","Cameras and camcorders ","Slovenia","Year 2007","October","840.95","0.00","100.00","-100.00","0.00","100.00","-100.00","WATCHLIST","3"
"Store","Music, Movies and Audio Books","Slovenia","Year 2007","September","1729.56","7.00","61.00","-54.00","0.00","46.00","-46.00","WATCHLIST","2"
"Store","Audio","Slovenia","Year 2007","September","445.48","0.00","33.00","-33.00","0.00","25.00","-25.00","WATCHLIST","3"
"Store","Cameras and camcorders ","Slovenia","Year 2008","April","8775.05","100.00","100.00","0.00","0.00","0.00","0.00","WATCHLIST","1"
"Store","Audio","Slovenia","Year 2008","April","642.96","0.00","0.00","0.00","0.00","0.00","0.00","WATCHLIST","3"
"Store","Audio","Slovenia","Year 2008","August","15961.10","57.00","85.00","-28.00","0.00","0.00","0.00","WATCHLIST","1"
"Store","Music, Movies and Audio Books","Slovenia","Year 2008","August","3932.23","28.00","59.00","-31.00","0.00","0.00","0.00","WATCHLIST","2"
"Store","Cameras and camcorders ","Slovenia","Year 2008","August","4410.56","0.00","0.00","0.00","0.00","0.00","0.00","WATCHLIST","3"
"Store","Audio","Slovenia","Year 2008","December","244.2","100.00","25.00","75.00","0.00","0.00","0.00","WATCHLIST","1"
"Store","Cameras and camcorders ","Slovenia","Year 2008","December","1274.91","100.00","50.00","50.00","0.00","0.00","0.00","WATCHLIST","2"
"Store","Music, Movies and Audio Books","Slovenia","Year 2008","December","4872.87","76.00","66.00","10.00","0.00","0.00","0.00","WATCHLIST","3"
"Store","Cameras and camcorders ","Slovenia","Year 2008","February","1511.07","100.00","33.00","67.00","0.00","33.00","-33.00","WATCHLIST","1"
"Store","Music, Movies and Audio Books","Slovenia","Year 2008","February","1103.70","20.00","36.00","-16.00","0.00","13.00","-13.00","WATCHLIST","2"
"Store","Audio","Slovenia","Year 2008","February","3500.76","14.00","0.00","14.00","0.00","17.00","-17.00","WATCHLIST","3"
"Store","Music, Movies and Audio Books","Slovenia","Year 2008","January","2785.82","36.00","7.00","29.00","13.00","23.00","-10.00","WATCHLIST","1"
"Store","Cameras and camcorders ","Slovenia","Year 2008","January","8548.20","33.00","20.00","13.00","33.00","40.00","-7.00","WATCHLIST","2"
"Store","Audio","Slovenia","Year 2008","January","3168.20","0.00","0.00","0.00","17.00","22.00","-5.00","WATCHLIST","3"
"Store","Audio","Slovenia","Year 2008","July","5948.35","85.00","100.00","-15.00","0.00","0.00","0.00","WATCHLIST","1"
"Store","Music, Movies and Audio Books","Slovenia","Year 2008","July","10815.05","59.00","57.00","2.00","0.00","0.00","0.00","WATCHLIST","2"
"Store","Cameras and camcorders ","Slovenia","Year 2008","July","4533.21","0.00","0.00","0.00","0.00","0.00","0.00","WATCHLIST","3"
"Store","Audio","Slovenia","Year 2008","June","6434.22","100.00","50.00","50.00","0.00","0.00","0.00","WATCHLIST","1"
"Store","Music, Movies and Audio Books","Slovenia","Year 2008","June","3843.58","57.00","50.00","7.00","0.00","0.00","0.00","WATCHLIST","2"
