"product","actual_value","pct_overstock","actual_value_overstock","solution_layer"
"Litware Microwave 2.2CuFt M125 Grey","2418994.94","98.00","2411913.25","Monitor"
"Proseware Photo Ink Jet Printer E290 Grey","2435160.00","97.00","2409680.0","Monitor"
"The Phone Company Touch Screen Phones - LCD M12 Black","5211480.05","23.00","2402992.16","Monitor"
"Contoso Screen 106in M060 White","2409228.36","97.00","2395423.80","Monitor"
"A. Datum Ultra Compact Digital Camera M190 Azure","2396062.76","97.00","2382176.72","Monitor"
"Proseware Photo Inkjet Printer E290 Black","2416648.00","96.00","2378480.0","Monitor"
"Contoso Washer & Dryer 27in L270 White","2556900.60","85.00","2372382.00","Monitor"
"Proseware Laser Fax Printer E100 Black","2402074.20","97.00","2371456.80","Monitor"
"WWI LCD24W X300 Black","2373612.48","96.00","2352306.40","Monitor"
"Proseware Laser Fax Printer E100 White","2372152.65","97.00","2338148.78","Monitor"
"SV 16xDVD M310 Silver","2346995.80","98.00","2332581.04","Monitor"
"Contoso Phone Tough Skin Case E140 White","2554882.98","74.00","2331991.74","Monitor"
"Adventure Works Desk Lamp E1300 Blue","2346064.08","97.00","2323523.80","Monitor"
"WWI 1GB Digital Voice Recorder Pen E100 Pink","2861012.22","71.00","2320844.46","Monitor"
"The Phone Company Touch Screen Phones - LCD M12 Grey","5257740.96","21.00","2306607.60","Monitor"
"Litware Home Theater System 4.1 Channel M411 Silver","2326259.70","96.00","2306151.12","Monitor"
"SV 16xDVD M310 Black","2317217.16","98.00","2304700.64","Monitor"
"Proseware Desk Lamp E0130 White","2318143.48","97.00","2295032.56","Monitor"
"Proseware LCD24W X300 Black","2301056.64","96.00","2285508.96","Monitor"
"Proseware Desk Lamp E0130 Black","2302940.00","97.00","2278484.00","Monitor"
"Proseware Fax Machine E100 Black","2293825.16","98.00","2269294.64","Monitor"
"Contoso Finger Touch Screen Phones M30 Black","5059221.86","22.00","2266519.68","Monitor"
"Adventure Works Desk Lamp E1300 White","2281377.96","96.00","2248892.24","Monitor"
"Adventure Works Desk Lamp E1300 Silver","2264258.76","97.00","2238253.88","Monitor"
"Litware Home Theater System 7.1 Channel X711 Brown","2236913.84","96.00","2233239.54","Monitor"
"Contoso SLR Camera 35"" X358 Blue","2272770.63","92.00","2232874.35","Monitor"
"WWI Desk Lamp E130 Black","2242452.16","98.00","2221175.44","Monitor"
"The Phone Company Finger Touch Screen Phones M30 Grey","5087223.92","21.00","2215182.57","Monitor"
"The Phone Company PDA Palm 3.7 inch M830 Silver","4722025.00","38.00","2214162.5","Monitor"
"Litware Desk Lamp E1030 Grey","2237031.08","97.00","2211841.40","Monitor"
"Adventure Works Laptop12 M1200 Black","2207383.44","100.00","2207383.44","Monitor"
"Contoso Washer & Dryer 27in L270 Blue","2404013.76","86.00","2203679.28","Monitor"
"WWI 1GB Digital Voice Recorder Pen E100 Red","2695589.82","72.00","2202821.94","Monitor"
"Proseware Laser Jet Printer E100 Black","2223778.24","97.00","2195260.00","Monitor"
"Litware Desk Lamp E1030 Black","2222968.88","97.00","2194029.28","Monitor"
"Litware Home Theater System 4.1 Channel M411 Brown","2209189.20","94.00","2193487.98","Monitor"
"Fabrikam Microwave 1.5CuFt X1100 Red","2182791.52","98.00","2174407.20","Monitor"
"Proseware Fax Machine E100 White","2202792.36","97.00","2172985.16","Monitor"
"Contoso Touch Screen Phones  - LCD M12 Black","5106082.43","21.00","2164973.80","Monitor"
"Litware Desk Lamp E1030 Silver","2197860.72","96.00","2159424.04","Monitor"
"Adventure Works Desk Lamp E1300 Black","2182005.08","97.00","2154125.24","Monitor"
"Proseware Desk Lamp E0130 Grey","2172671.04","98.00","2150293.80","Monitor"
"Proseware Ink Jet Fax Machine E100 White","2170527.29","97.00","2143682.54","Monitor"
"Adventure Works Desk Lamp E1300 Grey","2159994.68","97.00","2138473.40","Monitor"
"WWI Desk Lamp E130 Blue","2172874.84","96.00","2137291.36","Monitor"
"The Phone Company Finger Touch Screen Phones M30 Black","4960574.08","20.00","2136483.97","Monitor"
"Fabrikam Microwave 1.5CuFt X1100 Silver","2142855.68","98.00","2126748.96","Monitor"
"WWI Desk Lamp E130 Silver","2151842.68","97.00","2124859.56","Monitor"
"Litware Desk Lamp E1030 White","2150619.88","97.00","2123432.96","Monitor"
"Litware Home Theater System 4.1 Channel M411 Black","2149965.30","92.00","2119113.78","Monitor"
"Proseware Desk Lamp E0130 Silver","2136761.48","97.00","2114343.48","Monitor"
"WWI LCD24W X300 White","2121394.56","98.00","2113620.72","Monitor"
"Contoso Microwave 1.5CuFt X0110 Silver","2122777.44","98.00","2108877.12","Monitor"
"Contoso Phone Tough Skin Case E140 Silver","2222806.95","88.00","2108217.93","Monitor"
"Contoso Microwave 1.5CuFt X0110 Black","2118364.64","97.00","2105788.16","Monitor"
"A. Datum Rangefinder Digital Camera X200 Grey","2117205.78","98.00","2102429.80","Monitor"
"WWI Desk Lamp E130 Grey","2131870.28","96.00","2099506.84","Monitor"
"Proseware Air conditioner 25000BTU L167 Grey","2125321.92","94.00","2097928.32","Monitor"
"The Phone Company Touch Screen Phones - CRT M11 Black","4669848.12","22.00","2091923.70","Monitor"
"Proseware Ink Jet Fax Machine E100 Black","2114093.66","97.00","2088720.40","Monitor"
"Proseware Ink Jet Fax Machine E100 Grey","2093930.27","98.00","2077346.18","Monitor"
"Proseware Fax Machine E100 Grey","2081992.64","97.00","2059677.52","Monitor"
"Proseware Laser Jet Printer E100 White","2062174.88","97.00","2037926.32","Monitor"
"Proseware Laser Jet Printer E100 Grey","2061530.40","97.00","2033173.28","Monitor"
"WWI 1GB Digital Voice Recorder Pen E100 Black","2612799.09","66.00","2028174.06","Monitor"
"Proseware Desk Lamp E0130 Blue","2050024.20","97.00","2022633.48","Monitor"
"The Phone Company Touch Screen Phones - CRT M11 Grey","4597017.54","22.00","2021874.24","Monitor"
"WWI Desk Lamp E130 White","2048760.64","97.00","2018924.32","Monitor"
"The Phone Company Touch Screen Phones SAW/Built-in M801 Grey","3968662.50","42.00","2013137.5","Monitor"
"Fabrikam Microwave 1.5CuFt X1100 Black","2029446.72","96.00","2011574.88","Monitor"
"SV 8xDVD E100 Silver","2019965.24","97.00","1997027.88","Monitor"
"Fabrikam Microwave 1.5CuFt X1100 Blue","2008706.56","98.00","1996792.00","Monitor"
"Contoso Phone Tough Skin Case E140 Black","2089442.16","80.00","1982699.55","Monitor"
"Contoso Genuine Leather Grip Belt E322 Black","1988477.12","98.00","1973805.68","Monitor"
"Proseware Air conditioner 25000BTU L167 Silver","2001207.84","96.00","1973603.52","Monitor"
"A. Datum SLR Camera X141 Blue","1975487.08","97.00","1967423.29","Monitor"
"The Phone Company Touch Screen Phones - CRT M11 Gold","4481427.24","22.00","1953562.98","Monitor"
"SV 8xDVD E120 Silver","1971056.64","97.00","1948095.81","Monitor"
"Proseware CRT19 E201 White","1965612.14","97.00","1946333.50","Monitor"
"Contoso Genuine Leather Grip Belt E322 White","1967006.72","96.00","1938021.68","Monitor"
"Contoso Microwave 1.5CuFt X0110 Grey","1938763.68","96.00","1934792.16","Monitor"
"Contoso Microwave 1.5CuFt X0110 White","1946706.72","96.00","1933027.04","Monitor"
"The Phone Company PDA Phone Unlocked 4.7 inches L550 Silver","4391333.22","38.00","1932758.96","Monitor"
"Contoso Genuine Leather Grip Belt E322 Grey","1947882.16","97.00","1929672.08","Monitor"
"Contoso Lens Adapter M450 Grey","1934768.71","99.00","1927045.02","Monitor"
"Contoso Genuine Leather Grip Belt E322 Silver","1946888.16","97.00","1923867.12","Monitor"
"SV 8xDVD E100 Black","1940739.88","97.00","1921426.06","Monitor"
"Adventure Works Floor Lamp X1150 Black","1922398.56","97.00","1912916.16","Monitor"
"SV 8xDVD E120 Black","1930038.79","97.00","1912394.24","Monitor"
"Fabrikam Microwave 1.5CuFt X1100 White","1892208.64","98.00","1879632.16","Monitor"
"SV 8xDVD E140 Black","1897489.85","97.00","1872353.30","Monitor"
"SV 8xDVD E140 Silver","1890894.45","97.00","1864008.10","Monitor"
"Proseware Duplex Scanner M200 Grey","1875255.36","97.00","1860180.96","Monitor"
"A. Datum SLR Camera 35"" X358 Pink","1867349.70","95.00","1853712.30","Monitor"
"Litware 3-Speed Oscillating Blower Fan M115 Silver","1862904.29","97.00","1837517.91","Monitor"
"Proseware Duplex Scanner M200 White","1849697.40","96.00","1831197.00","Monitor"
"Proseware CRT19 E201 Black","1852262.18","96.00","1821092.70","Monitor"
"The Phone Company Touch Screen Phones SAW/Built-in M801 Black","3904037.50","38.00","1818437.5","Monitor"
"Litware 3-Speed Oscillating Blower Fan M115 White","1838708.96","97.00","1818393.05","Monitor"
"Contoso Touch Screen Phones - CRT M11 Black","4443708.30","21.00","1812942.60","Monitor"
"Proseware Ink Jet Instant PDF Sheet-Fed Scanner M300 Green","1818456.12","97.00","1808817.14","Monitor"
"Contoso Microwave 1.5CuFt X0110 Red","1804835.20","94.00","1782109.28","Monitor"
"Litware 3-Speed Oscillating Blower Fan M115 Black","1799098.04","97.00","1778816.16","Monitor"
"Litware Home Theater System 7.1 Channel X711 Silver","1829801.40","92.00","1776891.48","Monitor"
"Contoso SLR Camera M145 Pink","1778878.94","96.00","1767522.38","Monitor"
"Proseware Laser Jet Color Printer X300 Black","1770653.25","97.00","1761373.75","Monitor"
"Fabrikam Microwave 1.5CuFt X1100 Grey","1766002.56","97.00","1754088.00","Monitor"
"Fabrikam Laptop8.9 M0801 Silver","1747938.24","100.00","1747938.24","Monitor"
"The Phone Company Touch Screen Phones SAW/Built-in M801 Gold","3842025.00","37.00","1746800.0","Monitor"
"Proseware Duplex Scanner M200 Black","1754454.60","97.00","1739037.60","Monitor"
"SV 16xDVD E340 Silver","1743525.82","96.00","1723219.44","Monitor"
"Proseware Laser Jet Color Printer X300 Grey","1729311.00","97.00","1719754.50","Monitor"
"Contoso Travel Charger for S-Series Battery E302 White","1735017.46","97.00","1711042.74","Monitor"
"Proseware Laser Jet Color Printer X300 White","1714630.00","97.00","1705004.25","Monitor"
"Proseware Air conditioner 25000BTU L167 Red","1700088.96","97.00","1692503.04","Monitor"
"Adventure Works CRT17 E105 Black","1699429.76","98.00","1683637.76","Monitor"
"Adventure Works CRT17 E105 White","1694677.12","96.00","1670342.40","Monitor"
"SV Car Video LCD9.2W X9280 Brown","1665872.67","98.00","1662562.77","Monitor"
"SV 8xDVD E130 Silver","1675530.57","98.00","1661547.75","Monitor"
"The Phone Company Smart phones without camera E100 Black","3724883.95","23.00","1661350.20","Monitor"
"Proseware CRT17 E104 White","1670342.40","98.00","1655422.72","Monitor"
"The Phone Company Smart phones without camera E100 White","3591107.77","23.00","1650300.84","Monitor"
"The Phone Company Smart phones without camera E100 Grey","3658193.17","22.00","1646420.41","Monitor"
"The Phone Company Smart phones without camera E100 Pink","3687986.98","22.00","1633989.88","Monitor"
"The Phone Company Touch Screen Phone 1600 TFT-2.2"" L200 Grey","3348708.62","39.00","1633691.67","Monitor"
"Contoso Travel Charger for S-Series Battery E302 Silver","1651839.86","97.00","1629852.84","Monitor"
"Contoso Travel Charger for S-Series Battery E302 Black","1655203.66","96.00","1629822.26","Monitor"
"The Phone Company Smart phones without camera E100 Gold","3686079.65","21.00","1622217.05","Monitor"
"Proseware LCD24 X300 White","1621316.25","97.00","1621316.25","Monitor"
"The Phone Company PDA Palm 3.7 inch M830 Black","3617212.50","35.00","1621125.0","Monitor"
"SV 16xDVD E340 Black","1613082.37","96.00","1595826.50","Monitor"
"Litware Home Theater System 7.1 Channel X711 Black","1600525.08","98.00","1590604.47","Monitor"
"Proseware CRT17 E104 Black","1583110.40","97.00","1562716.16","Monitor"
"Contoso Telephoto Conversion Lens X400 White","1572782.92","95.00","1561743.08","Monitor"
"SV 8xDVD E130 Black","1580580.84","97.00","1556850.66","Monitor"
"Contoso Rubberized Snap-On Cover Hard Case Cell Phone Protector E160 White","1662540.00","78.00","1548676.58","Monitor"
"Contoso Rubberized Snap-On Cover Hard Case Cell Phone Protector E160 Silver","1655962.44","78.00","1545380.54","Monitor"
"The Phone Company Touch Screen Phone 1600 TFT-2.2"" L200 Gold","3304540.58","39.00","1541850.19","Monitor"
"Adventure Works CRT15 E101 Black","1548135.12","97.00","1528483.74","Monitor"
"Contoso Rubberized Snap-On Cover Hard Case Cell Phone Protector E160 Pink","1621216.08","77.00","1512456.44","Monitor"
"WWI 4GB Video Recording Pen X200 Pink","2051134.05","67.00","1511552.91","Monitor"
"The Phone Company Touch Screen Phone 1600 TFT-2.2"" L200 Black","3347481.73","37.00","1509600.51","Monitor"
"Adventure Works CRT15 E101 White","1522758.30","97.00","1505283.78","Monitor"
"WWI 4GB Video Recording Pen X200 Red","2010925.35","66.00","1480660.86","Monitor"
"The Phone Company PDA Phone Unlocked 3.7 inches M510 Black","3004840.30","42.00","1477793.90","Monitor"
"A. Datum Interchangeable lens Non-SLR Digital Camera X250 Grey","1477288.02","95.00","1462992.83","Monitor"
"Adventure Works LCD24 X300 Black","1447652.25","99.00","1444938.75","Monitor"
"WWI 4GB Video Recording Pen X200 Black","1972383.84","65.00","1443688.47","Monitor"
"Contoso 32GB Video MP3 Player M3200 White","1888604.97","69.00","1442920.22","Monitor"
"The Phone Company PDA Wifi 3.5-inch M200 Silver","2618334.60","45.00","1438377.96","Monitor"
"SV Car Video LCD9.2W X9280 Silver","1455694.02","93.00","1431531.75","Monitor"
"Contoso SLR Camera 35"" X358 Gold","1443793.68","94.00","1431184.95","Monitor"
"WWI 4GB Video Recording Pen X200 Yellow","2068982.79","62.00","1427212.71","Monitor"
"Proseware Air conditioner 25000BTU L167 White","1441535.52","94.00","1426363.68","Monitor"
"Contoso Carrying Case E312 Silver","1436278.77","97.00","1420334.55","Monitor"
"Adventure Works LCD24 X300 White","1409391.90","94.00","1392025.50","Monitor"
"Proseware CRT15 E10 White","1408397.38","97.00","1390511.70","Monitor"
"Contoso Rechargeable Li-Ion Battery Pack E300 White","1402357.84","98.00","1389077.55","Monitor"
"Contoso Carrying Case E312 Blue","1404797.85","96.00","1384600.14","Monitor"
"A. Datum SLR Camera X139 Gold","1398921.16","92.00","1382925.18","Monitor"
"SV Car Video LCD9.2W X9280 Black","1379897.31","99.00","1376587.41","Monitor"
"Contoso 4GB Flash MP3 Player E401 Silver","1767032.68","62.00","1367611.64","Monitor"
"WWI Stereo Bluetooth Headphones E1000 Blue","1835167.60","56.00","1363645.32","Monitor"
"Contoso Rechargeable Li-Ion Battery Pack E300 Black","1385967.77","96.00","1362185.60","Monitor"
"Proseware CRT15 E10 Black","1372626.02","97.00","1358137.62","Monitor"
"Contoso Carrying Case E312 Pink","1366210.80","97.00","1351005.21","Monitor"
"Proseware LCD24 X300 Black","1348338.15","98.00","1338569.55","Monitor"
"Proseware Screen 125in X1609 Black","1344691.36","96.00","1337087.36","Monitor"
"Contoso Rechargeable Li-Ion Battery Pack E300 Silver","1352397.44","97.00","1334223.07","Monitor"
"Contoso Carrying Case E312 White","1343848.14","98.00","1331851.77","Monitor"
"Litware 17'' Oscillating Pedestal Fan M125 Yellow","1325230.11","97.00","1314221.13","Monitor"
"Contoso 32GB Video MP3 Player M3200 Black","1741338.90","68.00","1312805.62","Monitor"
"A. Datum Bridge Digital Camera M300 Silver","1319504.40","96.00","1310737.50","Monitor"
"WWI Stereo Bluetooth Headphones E1000 Black","1797440.32","55.00","1305233.32","Monitor"
"Litware 14"" High Velocity Floor Fan E801 Pink","1295421.80","96.00","1275074.02","Monitor"
"Litware 14"" High Velocity Floor Fan E801 Silver","1288883.90","97.00","1273124.12","Monitor"
"Contoso Original K1m Li-Ion Standard Battery E170 Silver","1370857.50","77.00","1272244.77","Monitor"
"Litware 17'' Oscillating Pedestal Fan M125 Pink","1288630.08","94.00","1267288.11","Monitor"
"Contoso 8GB MP3 Player new model M820 Blue","1653326.22","71.00","1266907.20","Monitor"
"Adventure Works CRT19 E10 White","1281760.20","97.00","1266078.24","Monitor"
"WWI Stereo Bluetooth Headphones E1000 Green","1752909.76","53.00","1264722.88","Monitor"
"Contoso Original K1m Li-Ion Standard Battery E170 White","1366674.03","76.00","1264548.51","Monitor"
"WWI Stereo Bluetooth Headphones E1000 White","1748202.44","55.00","1258950.40","Monitor"
"Contoso 32GB Video MP3 Player M3200 Orange","1813324.38","60.00","1253831.60","Monitor"
"The Phone Company PDA Wifi 3.7-inch M250 Silver","2458732.32","42.00","1248825.60","Monitor"
"A. Datum Slim Digital Camera M180 Orange","1265779.88","92.00","1248084.28","Monitor"
"Fabrikam SLR Camera M148 Gold","1255640.32","97.00","1248006.32","Monitor"
"Litware 17'' Oscillating Pedestal Fan M125 Blue","1263425.31","96.00","1247877.54","Monitor"
"Contoso 4GB Flash MP3 Player E401 Black","1672231.80","56.00","1242734.52","Monitor"
"Contoso Telephoto Conversion Lens X400 Black","1253416.12","96.00","1239024.90","Monitor"
"Contoso 8GB Super-Slim MP3/Video Player M800 Green","1610689.92","69.00","1230327.04","Monitor"
"Contoso 4GB Flash MP3 Player E401 White","1644441.64","58.00","1225946.12","Monitor"
"Adventure Works CRT19 E10 Black","1237937.58","97.00","1224998.82","Monitor"
"Contoso Telephoto Conversion Lens X400 Silver","1220493.74","99.00","1220493.74","Monitor"
"WWI Screen 125in M1611 Black","1236410.40","93.00","1219985.76","Monitor"
"Litware 14"" High Velocity Floor Fan E801 White","1236534.82","97.00","1219375.70","Monitor"
"Proseware Screen 125in X1609 Silver","1225460.64","93.00","1211317.20","Monitor"
"WWI Screen 125in M1611 White","1200519.52","92.00","1190330.16","Monitor"
"Litware 18'' Oscillating Pedestal Fan M135 Yellow","1189903.35","97.00","1187006.25","Monitor"
"Contoso 4GB Portable MP3 Player M450 Black","1514269.68","72.00","1180439.60","Monitor"
"WWI Wireless Transmitter and Bluetooth Headphones X250 Blue","1577414.52","67.00","1179499.20","Monitor"
"Contoso Original K1m Li-Ion Standard Battery E170 Black","1254111.57","79.00","1171377.81","Monitor"
"Contoso 32GB Video MP3 Player M3200 Pink","1632600.27","64.00","1169257.11","Monitor"
"A. Datum SLR-like Digital Camera M400 Grey","1178327.15","96.00","1167551.70","Monitor"
"Contoso 8GB MP3 Player new model M820 White","1596142.86","65.00","1164309.90","Monitor"
"WWI Wireless Transmitter and Bluetooth Headphones X250 Silver","1620817.44","65.00","1163016.03","Monitor"
"WWI Stereo Bluetooth Headphones E1000 Silver","1659106.96","53.00","1159478.20","Monitor"
"Contoso 32GB Video MP3 Player M3200 Red","1600832.03","64.00","1155485.24","Monitor"
"Contoso 8GB Super-Slim MP3/Video Player M800 White","1558967.04","68.00","1154891.52","Monitor"
"WWI Wireless Transmitter and Bluetooth Headphones X250 White","1684348.05","62.00","1151999.64","Monitor"
